week_id,sales1_name,sales2_name,factor
21,Mortgage,Purchase Mortgage - New WF Customers,1
22,Mortgage,Purchase Mortgage - New WF Customers,1
23,Mortgage,Purchase Mortgage - New WF Customers,1
24,Mortgage,Purchase Mortgage - New WF Customers,1
25,Mortgage,Purchase Mortgage - New WF Customers,1
26,Mortgage,Purchase Mortgage - New WF Customers,1
27,Mortgage,Purchase Mortgage - New WF Customers,1
28,Mortgage,Purchase Mortgage - New WF Customers,1
29,Mortgage,Purchase Mortgage - New WF Customers,1
30,Mortgage,Purchase Mortgage - New WF Customers,1
31,Mortgage,Purchase Mortgage - New WF Customers,1
32,Mortgage,Purchase Mortgage - New WF Customers,1
33,Mortgage,Purchase Mortgage - New WF Customers,1
34,Mortgage,Purchase Mortgage - New WF Customers,1
35,Mortgage,Purchase Mortgage - New WF Customers,1
36,Mortgage,Purchase Mortgage - New WF Customers,1
37,Mortgage,Purchase Mortgage - New WF Customers,1
38,Mortgage,Purchase Mortgage - New WF Customers,1
39,Mortgage,Purchase Mortgage - New WF Customers,1
40,Mortgage,Purchase Mortgage - New WF Customers,1
41,Mortgage,Purchase Mortgage - New WF Customers,1
42,Mortgage,Purchase Mortgage - New WF Customers,1
43,Mortgage,Purchase Mortgage - New WF Customers,1
44,Mortgage,Purchase Mortgage - New WF Customers,1
45,Mortgage,Purchase Mortgage - New WF Customers,1
46,Mortgage,Purchase Mortgage - New WF Customers,1
47,Mortgage,Purchase Mortgage - New WF Customers,1
48,Mortgage,Purchase Mortgage - New WF Customers,1
49,Mortgage,Purchase Mortgage - New WF Customers,1
50,Mortgage,Purchase Mortgage - New WF Customers,1
51,Mortgage,Purchase Mortgage - New WF Customers,1
52,Mortgage,Purchase Mortgage - New WF Customers,1
1,Mortgage,Purchase Mortgage - Existing WF Customers,1
2,Mortgage,Purchase Mortgage - Existing WF Customers,1
3,Mortgage,Purchase Mortgage - Existing WF Customers,1
4,Mortgage,Purchase Mortgage - Existing WF Customers,1
5,Mortgage,Purchase Mortgage - Existing WF Customers,1
6,Mortgage,Purchase Mortgage - Existing WF Customers,1
